records,SRA_sample,biosample,ExpID,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,altitude,temp,sal,ph,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,na_aq,k_aq,mg_aq,ca_aq,Li_aq,B_aq,K_aq,Ca_aq,Fe_aq,Zn_aq,As_aq,Rb_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,CT,SedThic_Oc,SedThic_On,DistCoast,Time_rift,DSub,DMOR,DHS,DV,HF,PV,SR,slab_name,SDepth,SDip,ConvR,ConvAge,elevation,DOT,DCS,DMUSGS,DEQ,ConShelf,ConvObl,DPM,SfA
SRR5468568,SRS2139257,SAMN06267033,SRA,35.0,25.44,98.46,JNZ 20120812A,45284860.0,Illumina HiSeq 2500,sediment,0.004932064332,Asia,China,YunNA province,Jinze hot spring,Jinze hot spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,oxidized,aerial,aerial,3192131.0,sedimentary,sedimentary,sedimentary,8304.0,Tengchong Co.,25.3808333,98.4677778,1.29832595,"Kaolinite,Actinolite,Ludwigite,Albite,Magnetite,Aluminite,Marcasite,Alunite,Microcline,Alunogen,Molybdenite,Analcime,Muscovite,Anatase,Opal,Andalusite,Orthoclase,Aragonite,Phlogopite,Arsenopyrite,Pyrite,Bismuth,Pyrrhotite,Bornite,Quartz,Calcite,Rhodochrosite,Calcurmolite,Rozenite,Cassiterite,Rutile,Cerussite,Samarskite-(Y),Chalcocite,Scheelite,Chalcopyrite,Siderite,Chondrodite,Silver,Coffinite,Smithsonite,Coquimbite,Sphalerite,Cosalite,Spinel,Dickite,Spodumene,Diopside,Stannite,Dolomite,Stibnite,Epidote,Studtite,Euxenite-(Y),Sulphur,Fluoborite,Szaibelyite,Fluorite,Tengchongite,Forsterite,Tetrahedrite,Galena,Thenardite,Galenobismutite,Thermonatrite,Goethite,Topaz,Gold,Tremolite,Gypsum,Trona,Halite,Uraninite,Halotrichite,Vesuvianite,Hematite,Wollastonite,Joseite-A,Zircon",2524.0,81.6,1.124,6.71,,0.25,0.0,,0.13,,,,,5.1,146.9,22.2,0.0,0.0,0.4,0.4,0.0,0.0,390.2,42.6,3.33,8.2,,,,,,,,,,5.4e-05,4.0,0.105,0.022,0.00039,0.0003,0.000616,0.0047,,0.4,0.64,0.004,8e-06,,0.486,0.00015,5.6e-05,,1e-05,1e-05,,,,,,0.581,0.00033,0.1,,0.000214,0.0529,3e-05,0.00039,EarthChem,CZ08-1,whole_rock,"TRACHYANDESITE, BASALTIC",CZ08-1,25.2352,98.5223,97.55,54.03,1.35,16.87,2.13,5.18,7.0965953,0.13,5.91,6.46,3.84,3.23,,0.55,28.99,27.05,,84.32,139.1,76.77,982.1,,124.3,115.2,4.84,2.6,1.93,,6.66,,0.98,69.27,,0.35,32.3,47.76,13.89,13.41,86.42,20.13,7.93,,705.6,1.86,0.91,21.4,,,2.46,,25.48,2.46,224.2,,,,,,,,,,,,,40.37830312,,11.5848,760.5790962,,1460.253888,1163.481482,16.03345751,23.62278061,81.63163372,2.584112309,,,,,,,1734.47104,1188.446481,,22.62063233,6.650873917,,,1003.054466,
SRR5650782,SRS2255719,SAMN06562581,SRA,19.0,44.76,-110.73,Bijah Spring Sample #4,923313.0,NextSeq 500,sediment,0.4074691991,North_America,USA,YNP,Mammoth Norris Corridor,Bijah Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,235939.0,Roaring Mountain,44.7797222,-110.73722,1.11700074,Sulphur,2286.0,79.0,0.632,7.4,-0.0096,,,,1.8429,,,,5.8,8.3476,176.7553,104.5452,,0.7474,0.1619,0.5201,0.5051,,266.7934,30.1374,0.0419,3.85,,,,,,,,,0.0001,,,0.241,0.054,,,,,,0.081,0.009,0.003,,,,,,,,,1.4338,0.0012,,,,0.012,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.97360086,,98.76,936.4773528,,1159.002675,812.9736642,87.14956009,36.97907025,98.17127217,1.815570356,,,,,,,2361.593356,1286.53606,,18.27633634,4.002696107,,,1919.924595,
SRR5650826,SRS2255600,SAMN06562582,SRA,16.0,44.56007742,-110.86,YNP Mound Spring,1100126.0,NextSeq 500,sediment,0.06398035033,North_America,USA,YNP,Lower Geyser Basin,Mound Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,192263.0,Ojo Caliente Spring,44.5627778,-110.83861,2.38087523,"Pectolite,Aegirine,Analcime,Calcite,Fluorite,Quartz,Montmorillonite,Pyrite",2278.0,94.5,0.655,8.99,-0.2136,,,,,,,,7.7,32.0,247.0,15.7,0.0133,0.786,0.095,0.211,0.2,,292.0,8.84,0.0,0.273,,,,,,,,,0.0003,0.0,2.0,0.006,0.0,0.014,0.0009,0.0,0.0055,,0.351,0.0,0.001,,0.0,,,,,,,1.43,0.0017,,,,0.0,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,42.28970986,,5.2626,936.0060673,,1150.741175,790.2367793,63.22156969,20.8677561,96.38287328,1.8125125,,,,,,,2198.983552,1275.353036,,14.65048704,17.61773222,,,1897.466611,
SRR5681517,SRS2282939,SAMN06343747,SRA,22.0,44.72,-110.7,ECH_B host_MetaG,48450316.0,Illumina HiSeq 2500,biofilm,1.812980631,North_America,USA,YNP,Norris Geyser Basin,Echinus Geyser,spring,hot_spring,geyser,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,0.41610108,Sulphur,2288.0,63.5,1.054,3.3,0.4322,,,,,,,,9.0,6.7,144.0,267.0,0.0002,0.513,0.0,0.0022,1.05,,175.0,37.2,0.484,4.43,,,,,,,,,0.0003,0.0,2.0,1.27,0.258,0.0,0.003,0.0,0.014,,1.97,0.054,0.007,,0.0012,,,,,,,0.868,0.0011,,,,0.007,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.91934539,,58.6203,940.4120352,,1161.740604,811.6511113,83.50279785,32.31310184,98.31803191,1.814606857,,,,,,,2377.0,1288.708461,,16.70272372,0.8400750165,,,1915.545984,
SRR5682117,SRS2283412,SAMN06343748,SRA,22.0,44.72,-110.7,ECH_B host_MetaG,31575300.0,Illumina HiSeq 2500,biofilm,0.4710281967,North_America,USA,YNP,Norris Geyser Basin,Echinus Geyser,spring,hot_spring,geyser,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,0.41610108,Sulphur,2288.0,63.5,1.054,3.3,0.4322,,,,,,,,9.0,6.7,144.0,267.0,0.0002,0.513,0.0,0.0022,1.05,,175.0,37.2,0.484,4.43,,,,,,,,,0.0003,0.0,2.0,1.27,0.258,0.0,0.003,0.0,0.014,,1.97,0.054,0.007,,0.0012,,,,,,,0.868,0.0011,,,,0.007,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.91934539,,58.6203,940.4120352,,1161.740604,811.6511113,83.50279785,32.31310184,98.31803191,1.814606857,,,,,,,2377.0,1288.708461,,16.70272372,0.8400750165,,,1915.545984,
SRR5682124,SRS2283418,SAMN06343749,SRA,22.0,44.72,-110.7,ECH_C virus_MetaG,24336046.0,Illumina HiSeq 2500,biofilm,1.307665119,North_America,USA,YNP,Norris Geyser Basin,Echinus Geyser,spring,hot_spring,geyser,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,0.41610108,Sulphur,2288.0,63.5,1.054,3.3,0.4322,,,,,,,,9.0,6.7,144.0,267.0,0.0002,0.513,0.0,0.0022,1.05,,175.0,37.2,0.484,4.43,,,,,,,,,0.0003,0.0,2.0,1.27,0.258,0.0,0.003,0.0,0.014,,1.97,0.054,0.007,,0.0012,,,,,,,0.868,0.0011,,,,0.007,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.91934539,,58.6203,940.4120352,,1161.740604,811.6511113,83.50279785,32.31310184,98.31803191,1.814606857,,,,,,,2377.0,1288.708461,,16.70272372,0.8400750165,,,1915.545984,
SRR5682125,SRS2283419,SAMN06343750,SRA,22.0,44.72,-110.7,ECH_C host_MetaG,44833188.0,Illumina HiSeq 2500,biofilm,0.6136245357,North_America,USA,YNP,Norris Geyser Basin,Echinus Geyser,spring,hot_spring,geyser,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,248603.0,Norris Geyser Basin,44.7261111,-110.70306,0.41610108,Sulphur,2288.0,63.5,1.054,3.3,0.4322,,,,,,,,9.0,6.7,144.0,267.0,0.0002,0.513,0.0,0.0022,1.05,,175.0,37.2,0.484,4.43,,,,,,,,,0.0003,0.0,2.0,1.27,0.258,0.0,0.003,0.0,0.014,,1.97,0.054,0.007,,0.0012,,,,,,,0.868,0.0011,,,,0.007,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.91934539,,58.6203,940.4120352,,1161.740604,811.6511113,83.50279785,32.31310184,98.31803191,1.814606857,,,,,,,2377.0,1288.708461,,16.70272372,0.8400750165,,,1915.545984,
SRR5682141,SRS2283430,SAMN06343751,SRA,21.0,44.73,-110.71,BED_virus_MetaG,73506375.0,Illumina HiSeq 2500,biofilm,1.258232022,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5682896,SRS2284098,SAMN06343752,SRA,10.0,44.9,-110.7,BED_host_MetaG,48098141.0,Illumina HiSeq 2500,biofilm,1.283744749,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,2773574.0,basalt,igneous,basalt,19003.0,Obsidian Cliff,44.8216667,-110.72778,4.3625577,Clinoferrosilite,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,41.97227378,,479.742,932.6799316,,1160.204956,825.4614258,102.8200302,52.2830162,98.57619771,1.818100214,,,,,,,2273.0,1289.728271,,12.03034496,17.20866203,,,1935.541138,
SRR5682979,SRS2284181,SAMN06343753,SRA,23.0,44.73,-110.71,OSPB_host_MetaG,49417887.0,Illumina HiSeq 2500,biofilm,0.6616257779,North_America,USA,YNP,Norris Geyser Basin,One Hundred Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,72.0,,3.5,,,,0.5,,0.0,,0.14,9.0,0.0,469.0,115.27,,,1.147,,0.00162,,248.05,53.94,0.34,4.01,,,,,,,,,,,,1899.0,,,,,0.063,,1.76,0.2307,,,,,,,,,,,,,,,5.746,,,,,,,,EarthChem,C131957,whole_rock,UNKNOWN,C131957,44.75333,-110.725,98.379696,75.7,0.17,12.7,1.6,,1.439696,0.01,0.05,0.3,2.98,5.01,,0.07,8.0,0.2,2.2,0.5,6.0,61.0,430.0,4.8,59.0,0.5,4.9,3.3,0.87,20.0,3.8,,1.0,35.0,14.0,,72.0,23.0,,6.5,,,4.8,5.6,14.0,3.8,0.75,26.0,,0.7,2.1,1.0,20.0,0.51,220.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5723934,SRS2301460,SAMN06267149,SRA,23.0,44.73,-110.71,OSPB_Mat_host_9_15,33794479.0,Illumina HiSeq 2500,biofilm,0.4327870629,North_America,USA,YNP,Norris Geyser Basin,One Hundred Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,72.0,,3.5,,,,0.5,,0.0,,0.14,9.0,0.0,469.0,115.27,,,1.147,,0.00162,,248.05,53.94,0.34,4.01,,,,,,,,,,,,1899.0,,,,,0.063,,1.76,0.2307,,,,,,,,,,,,,,,5.746,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5723982,SRS2301506,SAMN06267146,SRA,21.0,44.73,-110.71,BED_Mat_host_9_15,116178929.0,Illumina HiSeq 2500,biofilm,0.6673935005,North_America,USA,YNP,Norris Geyser Basin,Beowulf Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,942539.0,felsic,igneous,granite,171336.0,Emerald Spring,44.7261111,-110.70333,0.75690347,Sulphur,2288.0,67.0,,2.9,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,BN154A,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",BN154A,44.5442,-110.8222,96.9901,73.81,0.245,11.96,,,1.62,0.04,0.2,0.68,3.08,5.24,0.0831,0.032,,,,,,,758.0,,151.0,,10.7,6.19,1.12,18.6,10.1,,2.11,75.7,,0.84,44.6,58.1,30.8,16.1,189.0,,11.3,,46.3,,1.7,24.5,,,5.8,,60.3,6.03,280.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.93741267,,65.6511,939.2451773,,1160.857055,811.8345097,84.34631998,33.48622441,98.25891832,1.814863416,,,,,,,2295.348893,1287.965719,,17.17252767,1.486123924,,,1916.634784,
SRR5747841,SRS2307237,SAMN06267239,SRA,3.0,36.96,-116.72,OV2 TP2,39153284.0,Illumina HiSeq 2500,,1.457258572,North_America,USA,Nevada,Beatty hot spring,Well OV2,spring,deep_well,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,65210.0,Bailey's Hot Springs,36.9744444,-116.72306,0.79814098,Sulphur,2273.0,29.53,,7.91,,,,,,,,,1.73,5.03,54.43,115.54,,,1.33,,,0.01,177.51,6.29,1.81,19.54,,,,,,,,,,,,,0.0,,,,,,0.252,,,,,,,,,,,0.21,,,,,0.15,,,,,,,,EarthChem,TM2FVP,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",TM2FVP,37.13,-116.37,98.6772121,50.89,1.86,17.39,9.41,,8.4672121,0.17,4.74,7.1,4.23,2.85,,0.98,,24.8,,,167.0,,1390.0,,142.2,57.0,,,2.58,,,,,70.7,,0.402,,,,,48.0,14.97,10.06,,949.0,1.9,1.04,4.47,,,,,32.0,2.64,371.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,32.46340081,,177.844,364.0177322,,791.0111888,19.22349379,919.4272877,65.32950662,117.8209809,1.797227499,,,,,,,1105.889792,668.8205236,,21.62315686,37.19677847,,,1138.784728,
SRR5747860,SRS2307240,SAMN06267238,SRA,3.0,36.96,-116.72,OV2 TP1,39979549.0,Illumina HiSeq 2500,,0.4938473666,North_America,USA,Nevada,Beatty hot spring,Well OV2,spring,deep_well,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,65210.0,Bailey's Hot Springs,36.9744444,-116.72306,0.79814098,Sulphur,2273.0,29.53,,7.91,,,,,,,,,1.73,5.03,54.43,115.54,,,1.33,,,0.01,177.51,6.29,1.81,19.54,,,,,,,,,,,,,0.0,,,,,,0.252,,,,,,,,,,,0.21,,,,,0.15,,,,,,,,EarthChem,TM2FVP,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",TM2FVP,37.13,-116.37,98.6772121,50.89,1.86,17.39,9.41,,8.4672121,0.17,4.74,7.1,4.23,2.85,,0.98,,24.8,,,167.0,,1390.0,,142.2,57.0,,,2.58,,,,,70.7,,0.402,,,,,48.0,14.97,10.06,,949.0,1.9,1.04,4.47,,,,,32.0,2.64,371.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,32.46340081,,177.844,364.0177322,,791.0111888,19.22349379,919.4272877,65.32950662,117.8209809,1.797227499,,,,,,,1105.889792,668.8205236,,21.62315686,37.19677847,,,1138.784728,
SRR5747861,SRS2307241,SAMN06267240,SRA,3.0,36.96,-116.72,OV2 TP3,52017668.0,Illumina HiSeq 2500,,1.233509144,North_America,USA,Nevada,Beatty hot spring,Well OV2,spring,deep_well,hot_spring,intraplate,rift,continental rift,,mild_reduced,aerial,aerial,3186305.0,basalt,igneous,basalt,65210.0,Bailey's Hot Springs,36.9744444,-116.72306,0.79814098,Sulphur,2273.0,29.53,,7.91,,,,,,,,,1.73,5.03,54.43,115.54,,,1.33,,,0.01,177.51,6.29,1.81,19.54,,,,,,,,,,,,,0.0,,,,,,0.252,,,,,,,,,,,0.21,,,,,0.15,,,,,,,,EarthChem,TM2FVP,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",TM2FVP,37.13,-116.37,98.6772121,50.89,1.86,17.39,9.41,,8.4672121,0.17,4.74,7.1,4.23,2.85,,0.98,,24.8,,,167.0,,1390.0,,142.2,57.0,,,2.58,,,,,70.7,,0.402,,,,,48.0,14.97,10.06,,949.0,1.9,1.04,4.47,,,,,32.0,2.64,371.0,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,32.46340081,,177.844,364.0177322,,791.0111888,19.22349379,919.4272877,65.32950662,117.8209809,1.797227499,,,,,,,1105.889792,668.8205236,,21.62315686,37.19677847,,,1138.784728,
SRR6049666,SRS2523762,SAMN07631051,SRA,14.0,44.61,-110.44,OP-RAMG-02,177955723.0,Illumina HiSeq 2500,sediment,0.3129258538,North_America,USA,YNP,Hayden Valley,Obsidian Pool,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,277797.0,Grand Canyon Of The Yellowstone,44.7527778,-110.40528,6.75254786,"Alunite,Buddingtonite,Dickite,Kaolinite,Muscovite,Opal,Pyrite,Quartz,Slawsonite",2396.0,56.0,0.156,5.7,,,,7.0,0.16,0.0014,0.0,0.42,17.0,0.0,296.0,240.2,2.8,,0.4,0.09,0.01068,,285.75,33.23,0.6,5.21,,,,,,,,,,,,170.3,0.0,,,,0.0,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,EarthChem,08CP39,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,RHYOLITE",08CP39,44.733,-110.4458,100.0,76.02947143,0.3455296669,12.5636267,,,1.934763715,0.02184103753,0.0266788577,0.658986003,3.394196417,4.993490703,,0.03141546825,0.5,,,0.3360906463,3.6,56.8,1083.609687,,146.8,3.1,12.67779673,6.67443179,1.950485326,20.5,12.48464798,,2.48913948,77.20333599,,0.9002606461,49.40169468,66.12158842,30.4,18.01976937,173.9158838,5.9,13.90374048,,76.14910452,3.405900219,2.12221546,24.23505446,,,5.802778734,,62.49148187,5.896444724,375.4,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,41.53017046,,283.689,964.1943262,,1183.388421,818.6900278,81.1837678,27.07051284,100.2267623,1.810843228,,,,,,,2458.209076,1308.863814,,20.29809204,20.05125858,,,1904.051412,
